pVal.Liver.Rain,phase.Liver.Rain,peak.shape.Liver.Rain,pVal.Scn.Rain,phase.Scn.Rain,peak.shape.Scn.Rain,JTK_pvalue.Liver.MetaCycle,JTK_BH.Q.Liver.MetaCycle,JTK_period.Liver.MetaCycle,JTK_adjphase.Liver.MetaCycle,JTK_amplitude.Liver.MetaCycle,LS_pvalue.Liver.MetaCycle,LS_BH.Q.Liver.MetaCycle,LS_period.Liver.MetaCycle,LS_adjphase.Liver.MetaCycle,LS_amplitude.Liver.MetaCycle,meta2d_pvalue.Liver.MetaCycle,meta2d_BH.Q.Liver.MetaCycle,meta2d_period.Liver.MetaCycle,meta2d_phase.Liver.MetaCycle,meta2d_Base.Liver.MetaCycle,meta2d_AMP.Liver.MetaCycle,meta2d_rAMP.Liver.MetaCycle,JTK_pvalue.Scn.MetaCycle,JTK_BH.Q.Scn.MetaCycle,JTK_period.Scn.MetaCycle,JTK_adjphase.Scn.MetaCycle,JTK_amplitude.Scn.MetaCycle,LS_pvalue.Scn.MetaCycle,LS_BH.Q.Scn.MetaCycle,LS_period.Scn.MetaCycle,LS_adjphase.Scn.MetaCycle,LS_amplitude.Scn.MetaCycle,meta2d_pvalue.Scn.MetaCycle,meta2d_BH.Q.Scn.MetaCycle,meta2d_period.Scn.MetaCycle,meta2d_phase.Scn.MetaCycle,meta2d_Base.Scn.MetaCycle,meta2d_AMP.Scn.MetaCycle,meta2d_rAMP.Scn.MetaCycle,Tissue,FlyCir,Expression,origBigDiff,origSmallDiff,Label,Gene,Brown_Meta-Analysis_q-value,Oliver_Fluctuating,Oliver_SCNenriched,SCN_Panda_Fluctuating,TissueSpecific,Ranking
-0.537576639169954,-1.48246779120733,-0.912870235090981,-0.554863231533863,9.59968123256741,5.86850843405499,-0.454970878280503,-0.526705672823188,8.53021649621463,2.86474288840263,19.8744561339707,-0.618583928771061,-0.728050345002307,-2.97835465031716,-2.83791539064785,-452.101477335211,-0.511980529327093,-0.605987191306258,-0.325513589070617,-1.62235747093851,-597.96642654832,34.3447745460863,0.234460588994312,-0.452237902123808,-0.441594040008416,0.41439766237216,-3.00782670566843,422.230674636863,0.263636089725546,0.0253889095006667,-3.07387289830382,-2.73290732942403,7286.43907552592,-0.394232413069013,-0.0980003564664247,-3.20200796786827,-4.55687081409233,7176.4766340776,538.338512365861,-0.172296704998315,-10.1057934508816,1,6644.10960551359,0.0111126469106661,0.0451122533226266,NonCircadian,Syt1,0.002469645,TRUE,FALSE,0.20999999999999999,0,64
-0.515890933642712,10.5175322087927,5.08712976490902,-0.387200010640267,3.59968123256741,-0.131491565945012,-0.431055238422688,-0.453849650472663,2.53021649621463,-3.13525711159737,-98.8997785785197,-0.243712663582309,0.207300543315153,0.274957554389438,-8.83785062772751,-1016.32336762081,-0.460651815465113,-0.443884765411398,-1.69885748671732,-7.29579883066529,-915.224333054671,-142.400478058089,0.180725560775973,-0.333367838571303,-0.20525623030057,6.41439766237216,8.99217329433157,-26.7223575312638,-9.49778080377994e-05,0.0253889095006667,3.05579311348398,3.2671054633673,-451.060646750946,-0.209540633737366,0.241880142708936,2.86282503802563,4.59514194852904,-424.453373377406,-28.4272701691534,0.0119840369207661,-13.1057934508816,0,-872.182270901934,0.0154213198514802,-0.00250567881408813,NonCircadian,Fbxl7,0.347123,FALSE,FALSE,EMPTY,0,64
0.462423360827435,-7.48246779120733,5.08712976490902,0.394285781653285,3.59968123256741,5.86850843405499,0.545028389545479,0.47327111648973,-15.4697835037854,-0.135257111597374,-101.100996470681,0.3805622542779,0.207300543315153,-0.595153276200662,-2.83788691505433,-1029.31353651019,0.488019456799091,0.394012050392795,-0.165352016900016,-1.05815033812021,-925.389462391163,-143.832955001382,-0.0786645151464477,0.499331828338541,0.369453246246813,0.41439766237216,-9.00782670566843,-20.2375254358567,0.270185753700227,0.0253889095006667,-3.07387289830382,3.267089602072,-369.318035658853,0.411697765865315,0.241880142708936,-3.20200796786827,4.62646106170164,-349.275481114926,-20.2271593083709,-0.10209685851953,-10.1057934508816,0,-798.25874898608,0.01015220750826,0.0714265981160256,NonCircadian,Crhr1,0.001747645,FALSE,FALSE,2,0,62
-0.532733125679574,10.5175322087927,-0.912870235090981,-0.60536936723177,9.59968123256741,-0.131491565945012,-0.443889493390865,-0.487501211026836,8.53021649621463,11.8647428884026,-84.0417701729071,-0.362188770973467,0.0662993373643642,-1.88726218252276,9.16201676753724,-791.168019812035,-0.492423240882965,-0.535059756374162,0.220032644826581,9.00886987891589,-702.689878004239,-133.954363044966,-0.260096765086653,-0.498752174396581,-0.606291951891454,6.41439766237216,-9.00782670566843,13.3159094033755,-0.657728006420951,-0.0449594791731163,-1.72555829156222,9.2670166847009,-216.994177209809,-0.586939841868167,-0.738134831181711,0.472149335502529,10.4906062524034,-222.374415463285,6.84756523210982,-0.0639060569492229,1.89420654911839,1,-670.47613026328,0.00851188054796115,-0.00250567881408813,NonCircadian,Fosl2,0.3159007,TRUE,FALSE,2,0,61
-0.529007850383331,-7.48246779120733,-6.91287023509098,0.394285781653285,9.59968123256741,5.86850843405499,-0.443889493390865,-0.487501211026836,2.53021649621463,-6.13525711159737,-96.4899915417021,-0.425314403775786,-0.0800067142668057,1.94769758464044,9.16201676753724,-1012.31724749593,-0.496616655369558,-0.54840253007653,-0.862487471591816,-12.0165219289938,-910.804899394504,-141.308626559899,0.103579621318255,0.499331828338541,0.369453246246813,0.41439766237216,-0.0078267056684318,285.16651265037,0.270376323461562,0.0253889095006667,-3.07387289830382,-2.73291031304181,9623.47398936942,0.411697784024962,0.241880142708936,-3.20200796786827,-2.97353889797744,9572.32530948433,55.0715388942245,-0.238490071120364,4.89420654911839,0,8959.23809701874,0.00879461134106435,0.0520607412134965,NonCircadian,Atp1b2,0.2761517,FALSE,FALSE,2,0,61
-0.534460329075042,-7.48246779120733,-6.91287023509098,-0.584028512816863,-2.40031876743259,-6.13149156594501,-0.450182458510507,-0.506755181814391,2.53021649621463,-6.13525711159737,-100.330173780248,0.16402956968254,0.207300543315153,4.90061660535604,3.16208290632884,-1027.50516103046,-0.487271069441691,-0.519277332998886,0.613972038765983,-3.9938654225563,-923.314144572043,-145.790466490909,0.502716400929597,-0.452237902123808,-0.441594040008416,6.41439766237216,-0.0078267056684318,214.052609276353,-0.487786036770918,0.0253889095006667,-1.79387289830382,-2.73292487260894,2218.09095563142,-0.524504131404332,-0.440647432484165,0.437992032131728,-2.96595265441187,2025.60643390271,73.8139229021125,-0.203608282327777,-10.1057934508816,1,1609.74462867883,0.014494283561656,0.0390395594898918,NonCircadian,Syt5,0.5572769,TRUE,FALSE,0.40999999999999998,1,60
-0.537421342252352,-7.48246779120733,-6.91287023509098,-0.605714034691894,9.59968123256741,-0.131491565945012,-0.454737578275708,-0.524893915247545,8.53021649621463,-6.13525711159737,366.545428598584,-0.618754515484048,-0.728050345002307,0.86458056932004,9.16201676753724,-73.4674292529911,-0.511977881104495,-0.605944472548849,1.59595402074798,-12.0555018632514,-294.838108141386,306.356946863949,0.398857109587113,-0.500668069132962,-0.630467580722118,6.41439766237216,11.9921732943316,24.6838908181403,-0.726784642660035,-0.446379098072616,1.32979682646678,9.2670233306463,-349.280956205903,-0.588302209292551,-0.758112137829459,1.99982689451703,9.00288884663484,-364.650734917176,-9.20730371887769,0.0562552029623521,-13.1057934508816,0,-823.502649491219,0.00670432794942975,-0.00250567881408813,NonCircadian,Avpr1a,5.95e-05,TRUE,FALSE,0.02,0,59
0.462423360827435,-7.48246779120733,5.08712976490902,0.394285781653285,-8.40031876743259,-0.131491565945012,0.545028389545479,0.47327111648973,8.53021649621463,-0.135257111597374,-100.674526098743,0.380558124118016,0.207300543315153,4.90061660535604,3.16208438354634,-1028.49269202536,0.488019456790562,0.394012050392795,3.61397203876598,-0.231959983033413,-924.711418698706,-147.430060898847,-0.251206613373004,0.499331828338541,0.369453246246813,0.41439766237216,-6.00782670566843,-29.3895569267085,0.270370841209559,0.0253889095006667,2.16331875255008,-8.73284406461845,-475.100962125237,0.411697784009933,0.241880142708936,-0.583412142441272,-8.91203606206166,-444.831299534572,-33.7962366443181,-0.0114114110017119,-11.1057934508816,0,-891.459542626446,0.0541317516472005,-0.00250567881408813,NonCircadian,Clca3a2,NA,NA,NA,NA,0,59
0.462423360827435,-7.48246779120733,5.08712976490902,-0.209265595820779,-8.40031876743259,-0.131491565945012,0.545028389545479,0.47327111648973,-15.4697835037854,-0.135257111597374,-101.100996470681,0.3805622542779,0.207300543315153,-0.595153276200662,-2.83788691505433,-1029.31353651019,0.488019456799091,0.394012050392795,-0.165352016900016,-1.05815033812021,-925.389462391163,-143.832955001382,-0.0786645151464477,-0.212974453916831,-0.0163269888590125,6.41439766237216,-3.00782670566843,-5.88942108176812,0.18176497985838,0.0253889095006667,1.15199231116798,-8.73284406461845,-359.822844155187,0.0248922715114845,0.241880142708936,1.91092463686763,-7.49138183234318,-347.338054810927,-15.9618145839375,-0.0626599672997919,-14.1057934508816,1,-793.887165370325,0.00857306725137675,0.047434817649805,NonCircadian,Htr5b,0.0413623,FALSE,FALSE,0.75,1,59
0.462423360827435,-7.48246779120733,5.08712976490902,-0.564151027315857,9.59968123256741,-0.131491565945012,0.545028389545479,0.47327111648973,-15.4697835037854,-0.135257111597374,-101.100996470681,0.3805622542779,0.207300543315153,-0.595153276200662,-2.83788691505433,-1029.31353651019,0.488019456799091,0.394012050392795,-0.165352016900016,-1.05815033812021,-925.389462391163,-143.832955001382,-0.0786645151464477,-0.408178311559524,-0.340670114474402,6.41439766237216,11.9921732943316,-27.8351401548847,-0.0688248978918777,0.0253889095006667,1.41968142950468,9.2670233306463,-459.819834208873,-0.356364805263295,-0.0136062076433496,2.04476919603593,9.00360379494104,-435.409286295562,-26.8590349995021,0.352703693858938,-13.1057934508816,1,-884.255827768163,0.0245885059592491,-0.00250567881408813,NonCircadian,Slc6a3,0.01459013,TRUE,FALSE,2,0,58
